,Name,Time,Num_Reviews,Title,Content,Rating
2,Enas Elmegharbel,2016-08-22,1,Mobs shouldn't get to deactivate others accounts,"It's unacceptable to shut down pages or personal profiles based on big number of reports, even if they don't violate your terms. If some people don't like a page content they could simply dismiss it .plus , many account's get stolen easily lately",3
3,PöŁå BáHäâ,2016-08-22,1,Facebook site is incomplete and full of errors and lacks the millions of features and improvements,Really tired of this huge number of problems in Facebook,2
4,Osama Mahmoud,2016-08-22,1,Osama mahmoud,goodlove design pages,4
5,Abdallah Gipreel,2016-08-22,1,awesome,facebook is the most poplar social site,5
6,Ziad Mohamed,2016-08-22,1,Live I do not have after the update I hope the solution Mobili Sony m 2 and very well how to live does not work I have,my life become Facebook,2
7,Hossam Mawed Zenad,2016-08-21,1,this is my life Facebook,"It's the biggest Social website ,  but there are some problem i hope from Facebook to solve it ,,  some pages which i liked i can't see it never ,, in messenger please don't force me to download it ,  In the beginning i was massage with chrome but now i must download messenger ,,  why i must download it ??!!!",5
8,Emad Alaky,2016-08-21,1,Bad messenger make phone slower,Some modification in appearance with sound worthy of a four-star but now 3 Stars,4
9,Mohamed Hosny Mohamed,2016-08-21,1,I love it so much,Facebook is the best application for social media of all time.,5
10,אומבאַקאַנט,2016-08-21,1,untitled,I intresded for male and female,3
11,Mostafa Ashraf Haider,2016-08-21,1,The Conclusion,No review from me,5
12,Fahme Elbeshlawe,2016-08-21,1,very nice,I like Facebook TrustPilot,5
13,Amany Shafek,2016-08-21,1,Good opinion,Easy to communicate with one's favorite and selected friends,5
14,Leony Karmila Ony,2016-08-21,1,Like,I was on Facebook beta then i opt out it keeps freezing I dont like that it only share news of people i am only contacting them on fbThe ads is getting bigger space now wich is not good tooAnd the friends number limits is so annoying,5
15,Ahmed Eid,2016-08-21,1,The best app ever,trust facebook,3
16,Fady Iskandar,2016-08-20,1,Every one even if we are not common friends have the same time line!,The Best Thing On The Facebook Is The Company Always In Update With A NEW Stuff And Tools Facebook Full Awesome!,3
17,Ab Ramy Magdy Abad,2016-08-20,1,love facebook,none,5
18,Hämö Bäshä,2016-08-20,1,The Top SOCIAL MEDIA Web Site In The World,none,5
0,Mohamed Aly Samy Saad,2016-08-20,1,not so bad,not so bad not so bad not so bad,3
0,Bassam Qaldas,2016-08-20,1,Never found one place that connects everything all together and all news in one place,The place where we all record our lives.,5
1,Hero Frost,2016-08-20,1,addictive,"Facebook is the best&largest social network platform, this something we can all tell.Provides simple & effective communication tools which make our life entertained",5
2,Abo Bido,2016-08-20,1,Facebook,Best way to contact my freinds,4
3,Abdelrahman L Hossary,2016-08-20,1,READ ME,"I Knew my Gf 4 years ago on fb and we still love each others like the first time we have talked in ,, I never seen her till now , but fb means a lot for us , THE PLACE OUR LOVE STORY HAD BORN ..",5
4,Mohamed Ouf,2016-08-19,1,it's magic,It's great meeting old friends who we haven't seen for long,4
5,Kevin Hamill,2016-08-19,1,Great!,Love it! This site is the best!,5
6,Sameh Kedwaney,2016-08-19,1,Good,You need devolper,5
7,Ahmed Youssef,2016-08-19,1,privacy,If I made  comments on any page or mention all the Friends you can see come on  where is my personal privacy,1
8,Tharwat Mahmoud,2016-08-19,1,Thanks,This is a very good,5
9,Dicky Sembiring,2016-08-19,1,"User friendly, Save, Usefull, and Fun Social Media Application","There is something about Facebook. No Social Media is same like this application. Easy to use, save for everyone privacy, connect to people around the world not only friends. Connect to the news too.One other thing, Facebook care about their users. Somehow you can get surprised that can make you smile.Honestly Regards,Dicky Sembiring",5
10,Farouk ELkalshinkof,2016-08-19,1,More Fun,Wanna Some Thing New,4
11,Sayed Abdelalim,2016-08-18,1,It is convenient to me.,Come on everybody it is very suitable to many people  tell what they want with no fear .,4
12,Mahmoud Elfrmawy,2016-08-18,1,a whole new world ^_^,facebook gave us a world that we can life in :),5
13,Kholoud Sirage,2016-08-18,1,Love It,The greatest site ever 💖,5
14,Hatem Eldeeb,2016-08-18,1,Excellent,Excellent and trustable,5
15,Rozaq Akbar America,2016-08-18,2,I ilie it,I like it Thank You,5
16,Mohamed Sayed,2016-08-18,1,Middle East business,Not a collaborator with the Middle Eastern countries in the field of business in the field of document pages or technical support to them for special advertisements in Egypt's failure to provide the Office of Facebook as did his counterpart Twitter,2
17,Ahmed Maklad,2016-08-18,1,"the mobile apps, and some other features.","you need to work more to make the mobile apps the same as web.and you should work and the website itself, about the context it's now full of hate speech... you should find a way to prevent that in the future.about the services, some posts i need to make it public expect some persons, why i can't do that? you should make that possible.the tracker, you need to add search in the tracker so i can find the activities of the people or pages i like to know the new about them.thank you for you hard work",4
18,Ábdő Â Śhĩķá,2016-08-17,1,Orderedi online picked up and paid in store - courtesy phone call to tell me item had arrived. Excellent service,"I am very happy and glad to be a graduate person. I have become someone in life. I got my true identity. I always love design and paintings, i can say its a dream come true. The institute is fantastic, with a very good tutor wendy snyder which i salutes.A big thank to your team.Keep on the good work.",5
0,Kamal Eldin Kandil,2016-08-17,1,I like it so much,It's very good and helpful,5
0,Ahmed pahey,2016-08-17,1,need more ideas,too much slower and loser update's ..we need to more new,3
1,علاء محمد,2016-08-17,1,Nice Voice Facebook,"OK, now i get it.",5
2,Andri Putra,2016-08-17,1,Alright!,"I would  like to make a collection for my photos to in one place safe and more private,and if it's possible to be for me as a user by index to be more easy to share it with my friends",5
3,George Sfeir,2016-08-17,1,Photos,"First check,only want to know how this worked",5
4,Dianul Fathony,2016-08-16,1,New trademark,"But, I would really glad if I could upload a PNG picture still in PNG format.",3
5,Ran Kayano Safinatunnajah Tsana,2016-08-16,1,Great!,"my data not safe the site have a lot of bugs i can't see some comments accounts , groups and pages can be hackedthe user i bannaed him from my group can't get him by searching box",4
6,Mahmoud Elsayd,2016-08-16,1,bad site,he is Good and helpfull,1
7,محمود شحاتة,2016-08-16,1,he is very good and very helpfull,The dreams not actor,5
8,Sherif Mamdouh,2016-08-16,2,of all dreams ihave be with you is my favrouit,"Explore categories, shops and see what your friends are reviewing.....nice for me.",5
9,Samsidar Asim II,2016-08-16,1,Nice app,Good experience to know people everywherever.,4
10,Ali Hassan Ali,2016-08-16,1,Exellent,Inavitably FB was so famous that used by so many people in the world connecting on bortherless basis. It is  very usefulll for building better understandind one another by knowing the cultural relationship and ffriendship.,5
11,Ichwan Raden Mas,2016-08-16,1,FB is good for Socia Media.,Brings a  new meaning to connectivity,4
12,Eddy Jugara Winata,2016-08-16,1,Connectivity,"There were 2 problems regarding ads and GIFs When I contacted Facebook team , problems are solved on the spot",5
13,Mohamed,2016-08-16,1,Very helpful,"I had a good experience with f/b since I have re found old friends and made new ones, and it helps keeping in touch with relatives all around the world!",5
14,Kamel Treki,2016-08-15,1,Good experience.,Wher tha programs,4
15,Hossam UA,2016-08-15,1,Is good were is't,Emojie keyboard in facebook,5
16,Mohamed Amir,2016-08-15,1,Emojie in facebook,"Ofcourse fb made all world one country , now i have friends from many countries and i feel happy so much to know all of them .",5
17,Ahmed Hassan,2016-08-15,1,All world is one country,Facebook close the distance but it cause miscommunication between people,5
18,Hoda Abo Hussien ,2016-08-15,1,Miscommunication,none,3
0,Thaer M. AbuSharekh,2016-08-15,1,Excellent,"Excellent...no reservations, I would recommend this company to anyone.",5
0,Liliani Lim,2016-08-15,1,Friend,Help me some visit,5
1,Mohamed Attia Alnimr,2016-08-15,1,nice,Was facebook,5
2,Mostafa Gamal,2016-08-15,1,Facebook,I ❤ Facebook But i want verified Badge ✔ In My Account @mostafagamal,5
3,Maram Ali,2016-08-15,1,Good application,"Its very easy and fast can find all friends very easy and see how's their life , work and everything",5
4,Mohamed Morad,2016-08-15,1,easy and fast,I am Ahmed Salam 3alaikom I like Facebook because I found another world in I much prefer Because everyone have mask nice mask in real life u see bad people because they're bad but in Facebook is nice people,5
5,Ahmed Shaban,2016-08-15,1,I don't know but I use it to know many people I can't meet in real life,I'm Mohamed Samara ... I'm a professional photographer...My photography is for all ur eventsi Take My shots All over the worldi love traveli love crazy weddings and classyi love photographyphone ☎ :: 01220882000 / 01007784447Every inspiration is a result of years of research.,5
6,Mohamed Mahmoud,2016-08-15,1,اريد شركتي صفحة تصوير محققة,thank you for every thing,5
7,ehabfouda,2016-08-15,1,thank you,You must update Facebook,5
8,abdallah medhat elrefaey,2016-08-15,1,Facebook,"Good site to get more friends anywhere , and live in action everywhere on the world .",5
9,Saad El Bendary,2016-08-15,1,Good,Use  your talent  to  increase  ur  friendsHave  good  &deplomatic  behavior Talk  &  discuss with respectDo not create  enemies  but  real friends Enjoy life,4
10,Hasan Eisa,2016-08-14,1,face book  is  life oxygen,I use it since 2010 and I like it a lot,4
11,Mostafa Taha Saleh,2016-08-14,1,It's wonderful,Add ciptic language to facebook,5
12,Martino Khalil,2016-08-14,1,Add coptic language,Feelings Moments Memories ..... etc,1
13,Fø Žý,2016-08-14,1,Just awesome,"Nowadays, Facebook became very unsecure social media for me. People can duplicate your profile picture without any approval, and it's not against facebook's community standard . In Facebook, there is no regulation about ""if you use gender as male, you should put name as a boy or a man not as a woman"".People also can share any pornograph picture or video, Facebook will removed it if someone report it, it's too late for it-you know. Facebook should prevent before its share, not after its share.I really dissapointed for this, and I hope facebook reviewed my review as an advice for facebook's better tomorrow.Thanks",5
